,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
288,Nio Garcia,AM Remix,05bfbizlM5AX6Mf1RRyMho,88,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031,261335,4
289,Anyasa,Rasiya - Mixed,5IMFLMsrhs1V0nJuZ9GpZU,32,0.59,0.566,6,-11.336,0,0.0433,0.0772,0.624,0.105,0.333,122.445,408893,4
290,42 Dugg,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d,78,0.87,0.561,7,-10.388,1,0.186,0.0124,0.0,0.103,0.691,100.458,156368,4
291,Factor B,Sea of Thoughts (Mixed),4iM33cnoIQTzbE403aRO4f,35,0.39,0.995,1,-9.677,1,0.0793,4.63e-05,0.981,0.362,0.622,138.001,83453,4
292,Maroon 5,Memories,4cktbXiXOapiLBMprHFErI,89,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,4
293,Lycoriscoris,Shizumu - Mixed,7bHtkwvcDDMOWKBtxtOLyQ,31,0.682,0.559,0,-14.643,0,0.0411,0.451,0.86,0.113,0.255,122.037,408282,4
294,Tai Verdes,A-O-K,1sx0XsWUusUoPstbvokZjP,83,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
295,Armin van Buuren,Lost In Space (Mixed),15fgHpIeaDJ4BpzpRBSCe9,35,0.503,0.91,0,-9.18,1,0.0985,2.18e-05,0.716,0.489,0.224,138.044,83467,4
296,Kane Brown,One Mississippi,4FdPnT2cFrpWCmWZd7GXc3,78,0.471,0.846,0,-5.269,1,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,213719,4
297,Giuseppe Ottaviani,Be The Angel (Mixed),5svnPe1nMAst8KpIr2LsEz,35,0.352,0.907,1,-9.229,1,0.24,0.000427,0.000187,0.413,0.259,137.121,56067,4
298,Miranda Lambert,If I Was a Cowboy,6F7UOC6fPWOkPqybOWBHSv,78,0.575,0.644,6,-5.68,0,0.0309,0.271,0.0,0.131,0.626,80.07,195013,4
299,015B,Poco,05TdIyaNA7RWwx9SF4sAYK,31,0.684,0.648,11,-4.175,0,0.0409,0.0544,0.0,0.165,0.726,117.971,217259,4
300,Drake,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6,80,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737,204347,4
301,Jorn Van Deynhoven,Viva La Vida (Mixed) - Alex M.O.R.P.H. Remix,5TDmn17uwDcm4aPwSkTxyA,35,0.486,0.988,0,-8.679,0,0.0735,5.1e-06,0.915,0.294,0.698,138.013,55667,4
302,Jessie Murph,Always Been You,2zpZkOV7sD9C4Cv0cukoHV,82,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,131825,4
303,il:lo,Meliadi - Mixed,0E6VVmMB94diIzl1dURJGT,30,0.616,0.765,10,-9.273,0,0.0372,0.413,0.953,0.176,0.315,105.991,158358,4
304,Conan Gray,People Watching,4JeOesjcWWlprTAvucDSJX,83,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,4
305,Coast 2 Coast,Home (Mixed) - Maarten de Jong Remix,25kI66cyMXzikMB9Vwnla7,35,0.363,0.959,8,-9.757,1,0.047,1.65e-05,0.0117,0.448,0.58,136.076,84667,4
306,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),3EG9FJ0ToLfgnc1IG2Z1wz,79,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,588139,4
307,Will Atkinson,The Last Rave On Earth (Mixed),1ikkSjL1wBqzQokv9YGr1e,35,0.438,0.954,11,-8.801,0,0.0775,1.76e-06,0.968,0.287,0.397,136.025,63560,4
308,Saweetie,Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y,82,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884,4
309,Qrion,Your Love - Mixed,6cUyM9MhGSShqYuxJM3U9q,30,0.693,0.642,8,-9.391,1,0.0394,0.337,0.89,0.171,0.212,124.968,276923,4
310,Sam Hunt,23,4PuAqZlL1tkidkuxfDlLbF,78,0.641,0.78,3,-5.138,1,0.0852,0.0206,0.0,0.143,0.693,98.004,179720,4
311,Liam Melly,Lost (Mixed),1F0zv7y2VhAM6mGn9Rtfn3,34,0.277,0.998,11,-7.847,0,0.09,3.34e-05,0.964,0.379,0.555,136.531,70080,4
312,NIKI,Every Summertime,68HocO7fx9z0MgDU0ZPHro,89,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,215687,4
313,Dan Stone,If I Never Make It Home (Mixed),2gACLh1AqWuMx4F8EH5Cr8,34,0.436,0.892,8,-9.454,0,0.0477,7.42e-06,0.137,0.685,0.885,137.999,43933,3
314,Lil Peep,nuts (feat. rainy bear),2SabxRgV7VMc1LRHgw0HIo,82,0.576,0.741,2,-7.404,1,0.0356,0.00831,0.0,0.111,0.143,124.091,85360,4
315,Pepper Coyote,"No Conventions This Year, Pt. 2: July 2020 - January 2021",25ygYDbBsCJW12P87UFb8z,20,0.497,0.539,2,-8.23,1,0.0286,0.354,0.0,0.329,0.437,149.921,463170,3
316,Money Man,LLC (feat. Moneybagg Yo),15OlC497ScJt9N2BS8lOev,78,0.803,0.495,11,-5.724,1,0.321,0.121,0.0,0.104,0.628,80.972,195154,4
317,Aly & Fila,Gravity (Mixed) - Daxson Remix,6Jh1Z26JEE8RaDZM7onhuD,34,0.509,0.975,1,-10.009,1,0.0649,0.000242,0.899,0.336,0.289,138.002,56773,4
318,Russell Dickerson,She Likes It (feat. Jake Scott),6VVqPBFZIbcmv14zNfOc13,77,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,163311,4
319,Eduardo McGregor,Fooled You,0OSDSo6SAKx0FzJLE7sxfD,23,0.815,0.646,0,-10.055,0,0.0386,0.0048,0.838,0.616,0.229,121.003,515703,4
320,KAROL G,SEJODIOTO,704LUEih663hiE3CnyUrFW,88,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,4
321,Somna,Stars Collide (Mixed) - XiJaro & Pitch Remix,75QlmaSRayWKrUfxpFyRe0,34,0.452,0.979,7,-8.337,1,0.0799,8.9e-06,0.142,0.311,0.455,135.974,84693,4
322,Elle King,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa,78,0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626,4
323,The Chieftains,The McCarthy Theme / The Wandering - Remastered 2021,7LDzP1CLnQxv3jUJQz4ecC,20,0.263,0.131,4,-15.389,0,0.0377,0.985,0.923,0.0888,0.474,110.765,221493,4
324,Blessd,Medallo,6lX6l7OuA3qrnIRfdsr0dw,93,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,4
325,The Chieftains,Drowsy Maggie - Remastered 2021,6G8u5gYpMLkSbAAHyI7mA7,19,0.497,0.481,2,-11.923,1,0.0602,0.806,0.458,0.14,0.97,121.256,238360,4
326,Masked Wolf,Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,85,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
327,Alexander Popov,Angel (Mixed),0iA5bwvBsxdhbu0vF79t9z,34,0.36,0.954,1,-8.691,1,0.044,1.85e-06,0.954,0.409,0.523,136.349,70347,4
328,Baby Keem,16,1Is8hGpkGMiePASAxBluxM,79,0.701,0.782,1,-4.987,1,0.138,0.0918,2.31e-06,0.124,0.57,94.03,156040,4
329,Armin van Buuren,Turn The World Into A Dancefloor (ASOT 1000 Anthem) [Mixed],5kQADqbby6nrE52qHklhhA,34,0.414,0.968,10,-8.464,0,0.0529,1.96e-05,0.919,0.471,0.431,136.114,42333,4
330,Dierks Bentley,Beers On Me,19ZzEzb4BVK1wVO4brrmZz,77,0.59,0.846,4,-4.251,1,0.0396,0.182,0.0,0.53,0.733,146.028,174681,4
331,Luttrell,Operation Midnight - Mixed,2tEGoZPz9LkEeyFEL7ms0m,29,0.622,0.754,0,-8.294,1,0.0311,0.000364,0.91,0.193,0.52,122.973,359976,4
332,Factor B,Connected (Mixed),75F6b7vnwTffbKtekQSIcY,34,0.422,0.98,1,-8.304,1,0.0547,0.00256,0.59,0.36,0.736,136.036,84707,4
333,Mora,Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,91,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,4
334,Roman Messer,Lately (Mixed),1wkhmCvEOgCXwoI7PHtIzr,34,0.464,0.904,1,-9.009,1,0.164,7.47e-06,0.24,0.453,0.346,135.916,84640,4
335,Tate McRae,feel like shit,2EBnvom1dTybtm75a3Xh1T,84,0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,204315,4
336,Ashley Wallbridge,World For You (Mixed),0OSiXxRPHYHnWhSbDd2v5T,34,0.457,0.9,1,-9.041,0,0.0587,0.000157,3.25e-05,0.767,0.225,136.019,56507,4
337,Shawn Mendes,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD,89,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,222800,4
338,The Chieftains,The Timpán Reel - Remastered 2021,4T1NU6JRAQPmi8hxDlE4Pf,19,0.339,0.757,4,-9.631,0,0.0623,0.351,0.0248,0.79,0.612,207.668,192213,4
339,Imagine Dragons,Enemy - From the series Arcane League of Legends,5UlnuulVAVmmesw4VzqHdG,88,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,173381,4
340,Armin van Buuren,The Greater Light To Rule The Night (Mixed),5MuiVxDNvP1KA3Ay80qIKg,33,0.457,0.975,11,-7.497,0,0.0382,1.12e-06,0.876,0.223,0.728,138.005,66043,4
341,Mareux,The Perfect Girl,5RBOcBpJXaNnHCGViJmYhh,83,0.485,0.89,8,-5.992,0,0.0911,0.000872,0.818,0.102,0.258,128.881,194423,4
342,Enamour,Say Hello - Mixed,6769CicnlEmmeVKBDiYPjG,29,0.811,0.672,7,-9.185,0,0.0415,0.00441,0.63,0.119,0.634,120.952,317642,4
343,JELEEL!,DIVE IN!,2I8EDARURigigunOxtg7oi,82,0.705,0.753,6,-5.28,1,0.0485,0.000944,0.000127,0.385,0.368,140.023,100518,4
344,Lane 8,Is This Our Earth? - Mixed,1rMm6XUecX6yxyAHDpUztu,28,0.609,0.792,5,-9.485,1,0.049,0.000441,0.795,0.165,0.144,124.0,309284,4
345,Taylor Swift,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),4CkgMiMqZ5JzW9iYXSTMTL,81,0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,285107,3
346,Saliva,Greater Than/Less Than - 2021 Version,3AXH7PCgnMVIlafuRAMhdL,21,0.436,0.905,9,-4.428,1,0.0369,0.000346,0.000219,0.103,0.072,106.982,275063,4
347,Benson Boone,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,86,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,3
348,Simon Patterson,Golden Hour (Mixed),4NyvKbE4h8HU4f51oOOv58,33,0.45,0.982,1,-9.628,1,0.0921,4.96e-06,0.067,0.117,0.428,137.966,47267,4
349,DaBaby,Masterpiece,26UxwWl9xCb83OynXELJcL,78,0.781,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988,181714,4
350,Armin van Buuren,Home With You (Mixed) - Armin van Buuren pres. Rising Star Remix,64AfD2AhDQ3w73WK24jRDs,33,0.487,0.982,1,-7.783,0,0.0435,0.0118,0.633,0.347,0.935,137.963,60597,4
351,Anitta,Envolver,3IAfUEeaXRX9s9UdKOJrFI,96,0.813,0.733,4,-5.417,0,0.0847,0.15,0.00186,0.0909,0.397,91.988,193806,4
352,Ferry Corsten,Orenda (Mixed),6pECdxuQYo70dmnT0hxwIZ,33,0.465,0.937,6,-9.515,0,0.0399,2.92e-05,0.92,0.103,0.91,134.993,84853,4
353,AJR,Bang!,5FQPpxOXsvkMN6v18gtpwY,75,0.74,0.517,1,-6.233,0,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858,4
354,KOAN Sound,Trouble in the West - 2021 Remaster,010tkqiFvKNXDfuV786RRo,23,0.576,0.868,1,-4.157,1,0.0521,0.000493,0.808,0.0816,0.429,138.076,340583,4
355,Olivia Rodrigo,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,82,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,163587,4
356,Luke Bond,Last Goodbye (Mixed),4G9gRkjRmkU2xVgz7FtSny,33,0.448,0.997,4,-8.372,1,0.0653,0.000156,0.569,0.449,0.522,138.034,55653,4
357,Travis Scott,ESCAPE PLAN,4R67rQNSbbsR4TdUVOIdez,82,0.839,0.506,5,-6.714,0,0.133,0.00207,0.0,0.13,0.44,154.12,149610,4
358,D72,In My Heart (Mixed),5kqrvpeNIh0rrSamvLBukX,33,0.407,0.977,11,-9.265,0,0.045,0.000209,0.00456,0.321,0.822,137.888,55653,4
359,ame,raining for hours,3L1JHXiqNOJ57w3n2R3HyU,81,0.231,0.976,10,-27.426,0,0.0487,0.152,0.987,0.48,0.00672,96.552,131500,5
360,RAM,You Are Enough (Mixed) - Alex M.O.R.P.H. Remix,0msgC44Yj4NgrfOzBXUUee,33,0.43,0.936,6,-7.334,0,0.034,1.42e-05,0.00151,0.142,0.709,137.331,105261,3
361,Normani,Wild Side (feat. Cardi B),2vXgyN14LX2zl7JEASw242,81,0.74,0.576,6,-6.744,0,0.146,0.0249,0.0,0.104,0.315,110.095,209476,4
362,ChuggaBoom,14 Year Olds Have More Sex Than Me (2021),5Mk5vb054ESVRadYxkuQZP,21,0.395,0.992,7,-2.266,1,0.14,9.48e-05,0.166,0.39,0.177,90.009,184000,4
363,Cochise,POCKET ROCKET,1FKG2wgJ75wS9MFNVZFiWd,82,0.711,0.646,2,-5.444,0,0.225,0.0216,0.0,0.0921,0.778,160.931,131500,3
364,Ilan Bluestone,Stranger To Your Love (Mixed) - Stoneblue Remix,4tVrsEq40w0tw3VJbpYdf0,33,0.478,0.966,6,-8.634,0,0.0604,0.000194,0.772,0.245,0.791,138.027,62627,4
365,Kane Brown,Memory,34chhNX59Wo9HMFCsI3K8Y,79,0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,153338,5
366,Roman Messer,Impulse (Mixed),0k1Poghq9hw5ZLiI0NyGSI,33,0.403,0.978,11,-9.079,1,0.0833,3.93e-06,0.901,0.354,0.347,138.005,34739,4
367,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,7v4pPS4A7NgY7bxFA3Etv3,80,0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,100.095,96000,4
368,Mötley Crüe,Five Years Dead - 2021 - Remaster,4oVijlCtSvyHaI1xg59mrM,20,0.625,0.942,0,-4.315,1,0.0661,0.0222,0.000738,0.261,0.558,140.083,229840,4
369,mike.,life got crazy,5NXthnJecYXjt7sTEWETTY,79,0.71,0.543,5,-9.141,1,0.0527,0.478,8.66e-06,0.0988,0.481,83.965,138929,4
370,Ben Böhmer,Beyond Beliefs - Mixed,0EhJjOXd7nLzCL7XZzSlik,28,0.661,0.571,1,-14.602,1,0.0334,0.73,0.941,0.12,0.0399,124.022,399531,4
371,Ryan Hurd,Chasing After You (with Maren Morris),1ZIKpMTRPqhwAoVXWY3tXI,77,0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.116,0.479,131.912,207974,4
372,Icarus,Moment In Time - Mixed,5xpVICHVXJugGIGB6zq8FW,28,0.508,0.911,6,-6.795,0,0.0486,0.0238,0.0775,0.336,0.202,120.003,271698,4
373,Chlöe,Have Mercy,5SixeLvPsYpk7qq9lo5xYg,82,0.903,0.535,9,-6.434,1,0.0742,0.297,0.0,0.345,0.508,130.022,148779,4
374,Eli & Fur,Come Back Around - Mixed,0m3O2vWujP9rADynRLwB3x,27,0.751,0.708,7,-9.472,0,0.0392,0.0121,0.157,0.098,0.67,124.922,224927,4
375,Marca MP,Ya Acabo,4H3t8C59tXjKf1R2iKtc5M,86,0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,189408,4
376,Ben Nicky,Dance (Mixed),6BhkPjbilFL2U328r975Tv,32,0.377,0.995,11,-8.853,0,0.0578,8.77e-06,0.553,0.399,0.746,139.963,41160,4
377,Yeat,Mad bout that,7nZwBbH8F8FqArrVIe8Zl4,77,0.601,0.537,2,-9.143,1,0.115,0.0339,0.0,0.137,0.228,140.221,130201,4
378,Just Her,Beautiful Nothing - Mixed,04VQ5clilC0BVRP4KlyKjq,28,0.614,0.947,8,-7.505,0,0.0411,0.0628,0.738,0.0789,0.545,123.0,280987,4
379,Ryan Castro,Mujeriego,78kygHp1dvW1kncYjBgbe1,90,0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,142500,4
380,Armin van Buuren,Yama (Mixed),0OwsnVgDjC6pfG4VX8ICxA,33,0.592,0.95,10,-8.359,0,0.126,4.76e-05,0.302,0.354,0.271,138.039,97000,4
381,Moneybagg Yo,Time Today,0YrKSfpvflYnLSBd4Jtu6J,76,0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994,136900,4
382,Franky Wah,Bring Me Back To You - Mixed,2Eyhymxt83kwcjg4ylIRGf,27,0.648,0.85,1,-7.029,1,0.0339,0.328,0.859,0.21,0.163,125.006,390815,4
383,Måneskin,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,89,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,173347,4
384,CRi,To You - Mixed,4OrTvuNF9I4CyVcGX19uc9,27,0.675,0.747,5,-8.251,0,0.0427,0.149,0.845,0.115,0.659,120.044,271686,4
385,Vance Joy,Missing Piece,5YqdiryRmdAzYFlxo43hAJ,81,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408,4
386,Marsh,Heaven - Mixed,0Kblu05tXCz2VefAzhYUu7,28,0.591,0.86,5,-8.237,0,0.035,0.00302,0.817,0.0923,0.346,124.883,246017,4
387,Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j,81,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,225960,4
388,Lipps Inc.,Funkytown - Single Version,3tyHOaSBaHsFjIOzm6k8Pr,26,0.915,0.591,0,-8.865,1,0.0597,0.000468,0.833,0.0938,0.315,122.664,234800,4
389,Polo G,Bad Man (Smooth Criminal),6RfhBNU1FPWTG7VESlfgOl,79,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,106000,4
390,Markus Schulz,Hanging in a Moment (Year in Review 2021),7iU2uhbFevKblGMChaMBHq,24,0.456,0.45,1,-17.782,0,0.0423,0.968,0.891,0.111,0.105,119.988,131614,4
391,Morgan Wallen,865,0sKEilrw1GrBlG6qsTCrP4,76,0.532,0.584,8,-5.254,1,0.0248,0.723,0.0,0.101,0.367,88.003,190680,4
392,The Chieftains,Tom Billy's / The Road To Lisdoonvarna / The Merry Sisters (reels) - Remastered 2021,2JfOfuZwcwPBNvp5AS74le,17,0.418,0.357,7,-12.397,1,0.0496,0.921,0.353,0.338,0.917,116.891,292280,4
393,Ingrid Andress,Wishful Drinking (with Sam Hunt),3HGnIIdHYIbkowzLk8UHbE,77,0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018,194545,4
394,Free-Out,Free-Out 2021 Cypher,7rb39RKdsa91QhrokuBzrA,23,0.798,0.83,0,-3.638,1,0.211,0.189,8.87e-06,0.132,0.562,162.051,512593,4
395,Alesso,When I’m Gone (with Katy Perry),5902W4uHWzhtOff1UK7the,87,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,161267,4
396,São Miguel,Hope in Balance - Mixed,0qRXo85KvM6LKPSchtQQFT,26,0.585,0.688,6,-9.217,0,0.105,0.452,0.0829,0.242,0.0391,129.961,266492,4
397,Megan Thee Stallion,Thot Shit,5zNW5ARjYhJQJz1AChP33n,79,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,184635,4
398,The Chieftains,Mná Na hÉireann - Remastered 2021,5rzTDO3MhMb3eC4T2T9sKv,16,0.278,0.107,7,-16.882,1,0.0402,0.989,0.913,0.0746,0.295,70.698,212013,4
399,PinkPantheress,Pain,4S4QJfBGGrC8jRIjJHf1Ka,80,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,98544,4
400,The Chieftains,The Boyne Hunt / The Mullingar Races / The Five-Mile Chase (Reels) - Remastered 2021,2w7JECDz8MHhas44XFKMGV,17,0.455,0.743,2,-7.393,1,0.0417,0.783,0.827,0.274,0.495,107.936,169560,4
401,TWICE,The Feels,308Ir17KlNdlrbVLHWhlLe,86,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4
402,William Orbit,Starbeam - Extended Mix by Shocklee (Mixed),4XWbW8ahHKTiiPKrCAUY0k,25,0.0698,0.462,7,-10.475,0,0.0332,0.0459,0.0017,0.113,0.0704,188.382,565012,3
403,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2IePEfMAtqWS6rLXXFZIgI,81,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,224042,4
404,Crucial Dudes,"Boom, Roasted (2021 Remaster)",2QRua8VZhbsHs5rPqXUxL6,16,0.395,0.833,0,-5.3,0,0.178,0.00109,0.0,0.482,0.567,108.573,86615,3
405,Morgan Wade,Wilder Days,2vubFQgAJO5SeuVa7ytIHc,77,0.502,0.662,9,-4.041,1,0.0293,0.00322,0.00274,0.119,0.4,110.917,251293,4
406,Durante,Whisper Cell - Mixed,2Lm5T4LxAwIZMX5IRjSuui,25,0.566,0.982,11,-7.875,0,0.043,0.0111,0.911,0.136,0.27,131.968,401093,4
407,BabySantana,Antisocial (feat. Slump6s),4KBJ6dFxtup8Ku4uQZcPQ8,78,0.618,0.605,1,-6.839,1,0.35,0.00196,0.0,0.46,0.494,146.514,175334,4
408,David Bowie,Seven Years In Tibet - 2021 Remaster,1YLR3jawITmnQB0DGHTAFg,21,0.519,0.63,9,-7.166,0,0.0262,0.000924,0.312,0.107,0.547,167.073,381792,4
409,RealestK,WFM,1DNA2z7Txysjk3cNz2nDLm,82,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,136000,4
410,Crucial Dudes,Doubt (2021 Remaster),2jR8DJ2Fw4zajCym6cjiik,15,0.416,0.904,9,-5.447,1,0.0915,6.82e-05,1.77e-06,0.09,0.344,111.117,73367,4
411,Ashnikko,Slumber Party (feat. Princess Nokia),11ZulcYY4lowvcQm4oe3VJ,82,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,178405,4
412,Rauw Alejandro,Todo De Ti,4fSIb4hdOQ151TILNsSEaF,89,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,199604,4
413,Norni,Prince of Persia (ASOT 1047),4VI40Kfz8gabCw27eftuXR,31,0.517,0.899,4,-8.792,0,0.0482,0.000802,0.673,0.309,0.14,129.989,180950,4
414,Lizzo,Rumors (feat. Cardi B),6KgtcmCF9Ky68XC7ezxl3s,80,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,172833,4
415,Juno Mamba,Blue Light - Mixed,0vrpScAEYdSt5MnzSn8HK3,24,0.503,0.849,5,-8.305,0,0.0482,0.0821,0.928,0.201,0.348,128.003,333854,4
416,Tinlicker,You Take My Hand - Mixed,14yyuBF2W5eJTCiG1Us9e8,27,0.576,0.898,7,-8.352,1,0.0467,0.0132,0.879,0.159,0.0354,123.95,371897,4
417,ASTN,Happier Than Ever,7es56D0QedGMsK39wl2yFX,81,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,109326,4
418,KOAN Sound,Mr Brown - 2021 Remaster,4lAohj2eZlfaorBypduwUp,21,0.678,0.862,1,-6.875,1,0.225,0.00153,0.144,0.0742,0.625,100.046,364563,4
419,Pooh Shiesty,Back In Blood (feat. Lil Durk),7FGdjbZ32vMybPuP0IuE7d,76,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,184490,4
420,Rod Stewart,What Are You Doing New Year's Eve?,6ezuSFl2RsptFG7hyZLWVT,32,0.362,0.265,8,-10.084,1,0.0355,0.94,0.0,0.107,0.224,76.404,221827,4
421,Sebastian Yatra,Two Oruguitas,6jPVyjPqp2BNUJnDSwm8tK,79,0.563,0.408,0,-8.888,1,0.0472,0.736,0.0,0.086,0.482,94.799,214600,4
422,Johann Strauss I,"Radetzky-Marsch, Op. 228",316AyasQmOic6W2zM8rYlw,28,0.642,0.391,9,-13.798,1,0.0324,0.94,0.943,0.0696,0.711,101.38,193307,4
423,Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),01K4zKU104LyJ8gMb7227B,80,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,258813,4
424,MaRLo,Hoogenbanger (Year in Review 2021),07StD4fPqRhxvyu9VvMPtp,20,0.637,0.764,2,-13.273,0,0.0547,0.0325,0.908,0.536,0.611,134.003,100286,4
425,DaBaby,Red Light Green Light,1YDebgap5OFwXEBG18NJvy,79,0.933,0.656,2,-5.85,1,0.322,0.129,0.0,0.161,0.934,119.987,159083,4
426,Simon Doty,Solaris - Mixed,7LpOX8Q3DEN39Qu6R6cD6V,24,0.729,0.697,9,-8.872,1,0.0502,0.0039,0.894,0.095,0.346,125.031,399065,4
427,Travis Scott,Goosebumps - Remix,5uEYRdEIh9Bo4fpjDd4Na9,87,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,162803,4
428,Incognito,Feels So Good,00nPra9wgQ7D3hW8lErO8a,29,0.708,0.858,11,-8.07,0,0.0511,0.0603,0.000601,0.0373,0.61,113.926,281893,4
429,Grupo Firme,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf,86,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,3
430,The Chieftains,Ceol Bhriotánach - Remastered 2021,4ErCP2FHXIvV9kt5Rds0sg,14,0.351,0.403,9,-8.976,0,0.0329,0.362,0.859,0.142,0.425,107.496,308920,3
431,Cardi B,Up,1XXimziG1uhM0eDNCZCrUl,80,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,4
432,Powel,Chapek 9 - Mixed,5SviLErgE49How7DudEgOm,23,0.693,0.786,1,-10.2,1,0.0584,0.00117,0.887,0.0967,0.354,126.007,350479,4
433,Pooh Shiesty,"Switch it Up (feat. G Herbo, No More Heroes)",06BY7fb0Ztz7f7JPRWSBZ3,76,0.443,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.818,168649,4
